Longitude,Latitude,2014-11-08,2014-12-02,2014-12-26,2015-02-12,2015-03-08,2015-04-01,2015-04-25,2015-05-19,2015-06-12,2015-07-06,2015-07-30,2015-08-23,2015-09-16,2015-10-10,2015-11-03,2015-11-27,2015-12-09,2015-12-21,2016-01-14,2016-01-26,2016-02-07,2016-02-19,2016-03-02,2016-03-14,2016-03-26,2016-04-07,2016-04-19,2016-05-01,2016-05-13,2016-05-25,2016-06-06,2016-06-30,2016-07-24,2016-08-17,2016-09-10,2016-09-22,2016-10-04,2016-10-16,2016-10-28,2016-11-09,2016-11-21,2016-12-03,2016-12-15,2016-12-27,2017-01-08,2017-01-14,2017-01-20,2017-01-26,2017-02-01,2017-02-13,2017-02-25,2017-03-09,2017-03-21,2017-04-02,2017-04-14,2017-04-26,2017-05-08,2017-05-20,2017-06-01,2017-06-13,2017-06-25,2017-07-07,2017-07-19,2017-07-31,2017-08-12,2017-08-24,2017-09-05,2017-09-17,2017-09-29,2017-10-11,2017-10-23,2017-11-04,2017-11-16,2017-11-28,2017-12-10,2017-12-22,2018-01-03,2018-01-15,2018-01-27,2018-02-08,2018-02-20,2018-03-04,2018-03-16,2018-03-28,2018-04-09,2018-04-21,2018-05-03,2018-05-15,2018-05-27,2018-06-08,2018-06-20,2018-07-02,2018-07-14,2018-07-26,2018-08-07,2018-08-19,2018-08-31,2018-09-12,2018-09-24,2018-10-06,2018-10-18,2018-10-30,2018-11-11,2018-11-17,2018-11-23,2018-12-05,2018-12-17,2018-12-29,2019-01-10,2019-01-22
-119.7869,36.0472,0.0,-5.8422,0.97111,1.1542,-2.0002,1.808,-1.368,-1.8072,-2.9566,-2.8205,-3.0604,-4.8799,-4.7258,-4.3317,-4.1632,-6.1245,-6.7825,-5.7502,-6.9658,-5.3714,-6.8343,-6.3945,-7.6252,-6.286,-4.774,-5.5417,-7.7303,-7.5296,-5.8469,-7.8231,-4.9631,-9.0525,-9.2142,-7.3567,-9.6791,-11.176,-11.701,-12.023,-12.291,-13.715,-12.638,-12.225,-13.845,-13.149,-13.001,-13.483,-13.886,-12.229,-12.499,-11.649,-12.755,-12.532,-11.468,-13.131,-11.944,-12.433,-11.551,-10.787,-10.775,-12.195,-8.7152,-10.796,-10.449,-10.433,-13.045,-8.3301,-11.127,-11.199,-12.16,-13.058,-13.695,-15.121,-11.806,-12.536,-13.377,-13.419,-14.52,-13.385,-12.148,-14.037,-14.13,-14.042,-14.107,-14.048,-13.918,-12.566,-14.83,-13.803,-15.046,-12.78,-14.943,-15.785,-15.606,,-13.261,-15.869,-17.649,-17.322,-16.656,-18.793,-19.247,-17.903,-18.988,-17.98,-20.594,-19.692,-18.854,-18.757,-19.79,-19.491
-119.7849,36.1312,0.0,-5.606,0.043782,0.28851,-3.7595,-0.91429,-1.2309,-2.1313,-3.7342,-4.3928,-5.148,-7.7703,-8.496,-7.6536,-8.5161,-11.468,-12.121,-11.018,-12.063,-10.623,-12.33,-11.765,-13.306,-12.048,-10.655,-11.126,-15.052,-14.72,-13.871,-15.385,-13.937,-16.567,-18.014,-15.033,-17.89,-19.735,-21.049,-20.27,-22.092,-23.398,-22.512,-22.44,-24.422,-22.288,-22.456,-21.907,-22.179,-20.785,-20.863,-19.953,-20.648,-20.101,-18.187,-20.219,-18.9,-19.424,-18.373,-17.465,-17.257,-18.107,-14.955,-16.135,-15.098,-15.881,-18.849,-14.24,-17.598,-17.202,-18.736,-19.725,-19.99,-21.54,-18.915,-18.791,-19.557,-20.179,-21.217,-20.746,-19.673,-21.054,-21.733,-22.509,-22.486,-23.127,-24.152,-22.829,-25.175,-24.734,-26.052,-23.637,-25.979,-27.596,-27.904,,-26.389,-29.33,-31.5,-31.498,-30.653,-32.729,-33.518,-32.66,-33.685,-33.48,-35.949,-35.518,-34.825,-35.048,-36.052,-35.833
-119.7849,36.4133,0.0,-4.2185,0.50501,0.70278,-2.1705,0.96819,-3.3295,-2.9912,-1.9812,-5.8473,-5.7139,-8.4014,-8.0281,-6.9425,-7.8886,-8.542,-8.9216,-9.2717,-8.0425,-7.8604,-8.8711,-7.6477,-9.6161,-9.1435,-6.0894,-7.5072,-11.967,-11.656,-10.427,-11.751,-10.578,-12.924,-14.433,-14.31,-14.148,-17.039,-18.0,-17.71,-18.399,-18.118,-17.707,-17.323,-17.456,-17.478,-17.183,-18.005,-18.645,-17.722,-17.64,-17.728,-18.379,-18.002,-14.844,-18.676,-17.242,-18.62,-18.785,-18.594,-18.313,-19.339,-17.788,-17.786,-17.534,-16.904,-20.241,-16.829,-19.599,-17.781,-20.913,-22.137,-21.525,-23.03,-22.336,-21.199,-21.138,-22.164,-21.296,-21.644,-20.156,-22.107,-22.283,-22.455,-22.622,-21.98,-23.514,-22.928,-23.68,-22.951,-23.316,-21.511,-22.692,-23.192,-22.936,,-22.883,-24.906,-26.273,-25.812,-25.142,-25.711,-27.203,-25.171,-26.938,-26.678,-28.244,-27.961,-26.734,-26.681,-27.129,-26.258
-119.7789,36.1512,0.0,-5.5408,0.0061405,-0.28528,-4.003,-1.1742,-5.2202,-5.2173,-7.3842,-8.2357,-8.6715,-11.657,-12.449,-11.573,-12.58,-14.789,-15.368,-14.639,-15.485,-14.293,-15.892,-15.556,-17.036,-16.157,-14.478,-14.516,-18.415,-18.268,-17.428,-18.353,-16.087,-18.918,-21.003,-19.251,-22.223,-24.731,-26.008,-24.965,-26.848,-28.006,-27.579,-27.036,-28.895,-27.658,-27.652,-27.742,-28.024,-27.294,-27.511,-26.662,-27.5,-27.058,-25.218,-27.464,-25.648,-26.464,-26.083,-24.995,-24.724,-25.246,-22.188,-23.53,-22.275,-22.841,-25.632,-20.688,-23.699,-23.436,-25.216,-26.278,-26.24,-27.588,-25.276,-25.233,-25.653,-26.254,-26.706,-26.384,-25.4,-26.66,-27.075,-27.631,-27.739,-28.5,-29.567,-28.067,-29.926,-28.667,-29.944,-27.383,-29.157,-30.422,-30.664,,-29.111,-31.979,-34.058,-34.121,-33.364,-35.495,-36.287,-35.471,-36.363,-36.343,-38.468,-37.813,-37.147,-37.012,-37.826,-37.715
-119.7769,36.3173,0.0,-4.3712,0.50799,0.46929,-3.7819,-1.5288,-5.9457,-6.5309,-8.927,-12.136,-12.75,-16.635,-17.382,-17.648,-18.482,-20.462,-20.73,-20.947,-20.424,-20.081,-21.874,-20.445,-22.257,-22.271,-19.913,-19.764,-25.197,-25.595,-25.109,-26.451,-25.361,-28.916,-31.136,-31.273,-32.963,-36.017,-37.616,-37.008,-39.203,-38.947,-38.672,-38.22,-38.222,-38.666,-38.434,-38.893,-39.437,-38.297,-38.966,-38.714,-39.329,-38.922,-36.711,-39.713,-38.167,-39.529,-39.867,-39.157,-39.049,-40.411,-38.563,-38.587,-38.493,-38.286,-41.8,-37.622,-40.881,-39.47,-42.54,-43.905,-43.503,-45.249,-43.781,-43.136,-43.317,-43.798,-43.837,-44.17,-42.603,-44.577,-44.744,-45.411,-45.492,-45.967,-47.082,-46.028,-47.493,-47.044,-47.801,-46.497,-47.784,-48.69,-48.697,,-47.918,-50.103,-52.272,-51.695,-51.394,-53.139,-54.217,-53.111,-54.719,-54.224,-56.351,-55.569,-54.749,-54.601,-55.236,-54.609
-119.7749,36.4013,0.0,-4.319,0.0090367,0.32139,-2.6628,-0.087709,-4.378,-4.457,-3.6052,-7.3265,-7.2946,-10.284,-10.09,-9.3108,-10.2,-10.918,-11.299,-11.55,-10.487,-10.314,-11.408,-10.206,-11.989,-11.539,-8.711,-9.671,-14.801,-14.357,-13.17,-14.537,-13.716,-15.862,-17.358,-17.341,-17.309,-20.275,-21.314,-21.012,-22.033,-21.579,-21.324,-20.999,-21.1,-21.174,-20.951,-21.513,-22.254,-21.293,-21.312,-21.308,-21.906,-21.562,-18.231,-22.091,-20.75,-22.216,-22.512,-22.36,-21.975,-23.082,-21.607,-21.761,-21.689,-21.338,-24.748,-21.484,-24.473,-22.622,-25.52,-26.833,-26.422,-27.86,-27.147,-25.941,-25.851,-26.816,-25.981,-26.325,-24.775,-26.72,-26.829,-27.269,-26.996,-26.597,-28.351,-27.694,-28.704,-28.115,-28.441,-26.732,-27.941,-28.629,-28.537,,-28.667,-30.744,-32.288,-31.716,-31.13,-31.829,-33.336,-31.543,-33.188,-32.725,-34.353,-34.157,-32.929,-32.69,-33.332,-32.446
-119.7709,36.4533,0.0,-4.4021,-0.2996,0.22781,-1.8496,0.30421,-2.7844,-2.0913,-0.48631,-3.431,-3.669,-5.4943,-5.4237,-4.1285,-5.4407,-6.3406,-6.6966,-7.0818,-6.0994,-6.2103,-7.0509,-5.7992,-7.4591,-7.1796,-3.5521,-4.6859,-9.0863,-8.5641,-7.3216,-8.2467,-6.2765,-8.1853,-9.4874,-9.8262,-9.1789,-11.448,-12.443,-12.394,-12.351,-12.771,-12.39,-12.3,-12.916,-12.354,-12.794,-13.342,-13.76,-12.98,-13.009,-13.099,-13.754,-13.236,-10.363,-13.824,-12.619,-13.723,-14.08,-13.786,-13.08,-14.253,-13.264,-12.838,-12.648,-11.929,-15.569,-12.605,-14.439,-12.816,-15.686,-16.917,-16.549,-17.771,-16.944,-16.216,-16.095,-16.933,-16.637,-16.691,-15.275,-17.311,-17.248,-16.886,-17.146,-16.729,-17.996,-17.315,-17.869,-17.158,-17.618,-15.647,-16.84,-17.116,-16.709,,-16.527,-17.845,-19.607,-18.802,-18.479,-18.602,-20.346,-18.952,-20.302,-20.317,-21.399,-21.613,-20.175,-20.303,-20.781,-20.076
-119.7689,36.3373,0.0,-4.7361,-0.054446,-0.26184,-4.4426,-2.2506,-6.9414,-7.4991,-9.6933,-13.507,-14.344,-18.327,-18.848,-19.106,-19.847,-21.525,-21.777,-22.163,-21.951,-21.725,-23.613,-22.131,-24.18,-24.155,-21.619,-22.076,-27.24,-27.835,-27.256,-28.7,-27.424,-31.177,-33.087,-33.514,-34.931,-38.174,-39.45,-39.042,-40.913,-40.634,-40.569,-40.202,-39.969,-40.581,-40.476,-41.242,-41.965,-41.001,-41.49,-41.455,-42.319,-42.132,-40.353,-43.237,-42.026,-43.295,-43.708,-43.254,-43.204,-44.772,-43.076,-42.864,-43.13,-43.081,-46.48,-42.497,-45.585,-44.488,-47.62,-48.918,-48.575,-50.43,-49.095,-48.45,-48.633,-49.256,-49.335,-49.656,-48.295,-50.471,-50.636,-51.159,-51.128,-51.536,-53.057,-52.121,-53.294,-52.836,-53.565,-52.449,-53.859,-54.716,-54.637,,-54.026,-55.912,-58.047,-57.695,-57.294,-58.996,-60.218,-59.131,-60.545,-59.98,-62.04,-61.466,-60.637,-60.411,-61.167,-60.43
-119.7689,36.4213,0.0,-4.1633,-0.15329,-0.017145,-2.6198,0.13309,-3.8273,-3.4446,-2.6728,-5.978,-6.1912,-8.6096,-8.5147,-7.558,-8.7325,-9.4434,-9.8979,-10.334,-9.4931,-9.4825,-10.423,-9.201,-11.142,-10.687,-7.6691,-9.0826,-13.011,-12.766,-11.535,-12.886,-10.992,-13.439,-15.034,-15.28,-14.935,-17.573,-18.626,-18.726,-18.95,-19.138,-18.814,-18.585,-18.512,-18.916,-18.786,-19.443,-20.115,-19.245,-19.184,-19.261,-19.931,-19.493,-16.285,-20.179,-19.007,-20.171,-20.368,-20.089,-19.923,-20.923,-19.722,-19.581,-19.367,-18.635,-22.109,-18.956,-21.531,-19.69,-22.89,-24.203,-23.741,-25.053,-24.543,-23.457,-23.41,-24.409,-23.675,-23.952,-22.511,-24.506,-24.652,-24.692,-24.806,-24.34,-25.88,-25.149,-26.141,-25.405,-25.723,-23.714,-24.84,-25.299,-25.136,,-25.139,-27.003,-28.384,-27.802,-27.216,-27.863,-29.42,-27.862,-29.394,-29.114,-30.553,-30.74,-29.408,-29.486,-30.032,-29.385
-119.7669,36.3893,0.0,-4.7024,-0.11937,-0.031272,-3.121,-0.83331,-4.8655,-5.035,-4.9339,-8.4283,-8.6743,-11.823,-11.866,-11.202,-12.112,-13.057,-13.336,-13.785,-13.011,-12.921,-14.158,-12.915,-15.015,-14.509,-11.824,-12.503,-17.53,-17.28,-16.416,-17.782,-16.673,-19.121,-20.762,-20.867,-21.139,-24.108,-25.218,-24.735,-25.982,-25.684,-25.603,-25.331,-25.567,-25.479,-25.539,-26.176,-26.936,-26.301,-26.519,-26.493,-27.187,-26.931,-23.942,-27.823,-26.537,-27.999,-28.296,-28.142,-27.888,-29.019,-27.53,-27.417,-27.533,-27.049,-30.601,-27.134,-30.226,-28.425,-31.491,-32.796,-32.45,-34.126,-33.328,-32.32,-32.271,-33.199,-32.531,-32.906,-31.539,-33.492,-33.654,-34.398,-33.924,-33.706,-35.448,-34.729,-35.636,-35.138,-35.457,-33.792,-34.915,-35.64,-35.475,,-35.311,-37.436,-39.139,-38.747,-38.139,-39.301,-40.725,-39.263,-40.715,-40.252,-41.998,-41.751,-40.439,-40.298,-40.996,-40.273
-119.7629,35.9572,0.0,-5.5306,1.6013,2.4502,-0.20417,3.7466,0.75913,1.2893,0.5343,1.4578,1.6103,0.75908,0.040619,1.7089,2.8734,0.66609,0.59131,1.7685,0.71168,2.4645,1.7971,1.8676,1.0766,2.8651,4.3082,5.908,2.5005,3.0357,4.5657,2.9089,6.4486,3.02,3.7609,6.2294,4.1637,3.4701,4.1088,4.3038,1.6386,1.485,2.9985,3.9841,1.262,3.6362,3.7795,3.2514,3.084,4.7872,4.6683,5.4432,4.2506,4.4269,4.8398,3.3445,4.8041,4.7356,4.941,6.4421,5.8877,5.336,8.206,6.4248,6.6728,7.7504,5.0309,9.156,6.3938,5.5185,5.1802,4.3788,3.664,2.6501,5.4808,5.1413,4.1152,4.3654,3.1324,4.3465,5.8875,4.3789,4.4522,5.1809,5.0004,5.3657,5.795,7.3381,5.3367,7.1899,6.1299,9.0898,6.8849,6.1722,6.5981,,9.5534,7.296,5.6046,5.6352,7.6624,5.2385,5.5192,6.8252,5.7443,6.7326,4.5696,4.013,6.4018,7.0456,6.0247,6.4878
-119.7609,36.1252,0.0,-5.5974,0.71632,0.46094,-3.0246,-0.30355,-4.8136,-5.1655,-6.9337,-7.5824,-8.3921,-11.034,-11.769,-10.763,-11.373,-13.364,-13.919,-12.797,-13.737,-12.128,-13.38,-13.14,-14.152,-13.014,-11.566,-12.052,-15.513,-15.902,-14.808,-17.07,-15.779,-19.308,-21.161,-19.803,-22.495,-24.454,-25.871,-24.951,-26.908,-27.4,-26.742,-27.048,-29.495,-28.346,-28.698,-28.565,-28.903,-27.874,-28.009,-27.167,-28.218,-28.156,-26.123,-28.791,-27.368,-27.84,-27.111,-26.192,-26.245,-27.784,-24.861,-25.605,-24.457,-24.491,-27.103,-22.494,-24.972,-23.86,-25.394,-26.344,-26.715,-28.2,-25.246,-25.7,-26.435,-26.675,-27.369,-26.295,-25.575,-26.922,-27.395,-27.907,-27.913,-28.685,-28.987,-27.58,-29.756,-29.021,-30.272,-29.378,-31.479,-32.718,-33.329,,-31.467,-34.577,-36.932,-36.287,-36.152,-38.597,-39.154,-38.364,-39.462,-39.115,-41.198,-39.808,-39.558,-39.514,-40.27,-40.008
-119.7569,35.8932,0.0,-5.949,1.4502,2.5707,-0.48061,3.7994,1.1586,1.2901,-0.072432,1.4452,1.2428,0.41264,-0.35107,1.5998,2.8528,0.50321,0.47569,1.7966,0.59577,2.4226,2.0808,1.6066,0.80456,2.7936,3.9403,5.443,1.8216,3.0573,4.2366,2.2521,5.9723,2.7635,3.6912,5.5497,3.9614,3.2136,3.8716,4.5117,1.3024,1.1082,2.6079,3.6467,1.8609,3.1998,3.5291,2.8829,2.8767,4.6744,4.1567,5.1145,3.7874,4.2731,4.4906,3.4646,5.0518,5.3291,5.4278,6.929,6.3179,5.8255,9.0539,7.0605,6.9469,8.3971,5.984,9.8631,7.4984,6.4637,6.0051,5.0045,4.2719,3.2805,6.875,5.9757,4.9593,5.2021,3.9546,5.008,6.4736,4.8961,5.2649,5.7402,6.354,6.1203,6.4375,8.242,6.2543,7.974,6.8103,10.052,7.6031,6.7175,6.9987,,10.148,7.4095,6.1585,6.1652,8.1858,5.3374,6.348,7.7316,6.3784,7.368,5.7581,3.8592,6.6492,7.7639,6.6252,7.2879
-119.7529,36.4293,0.0,-4.2477,0.32155,0.7182,-1.7127,0.74149,-2.6137,-2.1784,-1.2923,-4.2711,-4.7793,-7.0475,-6.9245,-5.8539,-6.9195,-7.7232,-8.1897,-8.4734,-7.4417,-7.5511,-8.3705,-7.3051,-8.9857,-9.0291,-5.4428,-6.6382,-10.719,-10.407,-9.3307,-10.653,-8.4883,-10.882,-12.544,-13.232,-12.566,-14.853,-16.102,-15.818,-16.11,-16.611,-16.228,-15.999,-16.07,-16.328,-16.291,-16.922,-17.547,-16.792,-16.719,-16.862,-17.53,-16.976,-13.828,-17.508,-16.438,-17.572,-17.621,-17.313,-17.062,-18.023,-17.04,-16.435,-16.435,-15.546,-19.311,-16.282,-18.375,-16.442,-19.407,-20.654,-20.582,-21.45,-21.132,-19.963,-19.958,-20.856,-20.235,-20.449,-19.153,-21.03,-21.071,-21.009,-21.114,-20.622,-22.084,-21.159,-22.188,-21.356,-21.654,-19.955,-20.84,-21.154,-21.019,,-21.114,-22.674,-24.143,-23.358,-22.911,-23.338,-24.69,-23.498,-24.729,-24.409,-25.447,-25.63,-24.225,-24.28,-24.756,-24.17
-119.7469,36.1652,0.0,-5.0715,0.069836,0.23673,-3.8746,-1.6077,-5.4537,-5.9577,-8.1026,-9.102,-9.4482,-12.639,-13.997,-13.072,-14.057,-16.14,-16.68,-16.152,-17.192,-15.988,-17.529,-17.23,-18.422,-17.938,-16.058,-16.844,-20.038,-20.081,-19.715,-20.823,-18.89,-21.732,-23.66,-22.484,-25.404,-27.776,-29.315,-28.213,-30.928,-31.238,-30.891,-30.443,-32.108,-31.409,-31.37,-31.515,-32.148,-30.958,-31.386,-30.523,-31.449,-30.734,-28.164,-30.862,-29.187,-29.853,-29.534,-28.332,-28.539,-29.031,-26.582,-27.326,-26.184,-27.012,-29.622,-25.078,-28.177,-27.353,-29.26,-30.159,-30.497,-31.861,-29.08,-29.085,-29.648,-30.098,-30.585,-30.361,-29.196,-30.57,-30.997,-31.537,-31.376,-32.6,-33.049,-31.696,-33.869,-32.912,-34.099,-31.936,-33.545,-35.207,-35.444,,-34.19,-37.006,-39.197,-39.124,-38.331,-40.414,-41.264,-40.786,-41.795,-41.794,-44.096,-43.46,-42.327,-42.345,-43.282,-43.362
-119.7429,36.4153,0.0,-3.8813,-0.058336,0.55514,-2.0377,0.31967,-3.0026,-2.2104,-1.5275,-4.3103,-4.6182,-7.3218,-7.2633,-6.4008,-7.3209,-8.2833,-8.8033,-8.9383,-7.8701,-7.8106,-8.8379,-7.5838,-9.258,-8.9279,-5.9425,-7.0813,-11.733,-10.997,-10.004,-11.793,-9.5694,-11.765,-13.132,-13.792,-13.34,-15.703,-16.851,-16.729,-17.414,-17.362,-17.203,-17.003,-17.333,-17.413,-17.514,-17.885,-18.754,-18.003,-18.008,-18.174,-18.924,-18.593,-15.435,-19.231,-18.235,-19.862,-20.023,-20.054,-19.78,-21.121,-20.372,-19.842,-19.947,-19.38,-23.448,-20.754,-22.941,-21.047,-23.904,-25.112,-25.134,-26.297,-26.042,-24.646,-24.525,-25.396,-24.854,-25.253,-23.943,-25.75,-25.717,-26.078,-25.93,-25.496,-27.081,-26.042,-27.273,-26.443,-27.237,-25.777,-26.632,-27.147,-27.192,,-26.934,-28.778,-30.635,-29.842,-29.432,-30.076,-31.413,-30.387,-31.637,-31.171,-32.372,-32.756,-31.396,-31.272,-31.879,-31.367
-119.7409,36.3833,0.0,-4.1252,-0.56147,-0.26384,-3.8962,-1.5796,-5.3646,-5.63,-6.3428,-9.0129,-9.3175,-12.698,-12.694,-12.081,-13.196,-14.428,-14.766,-14.996,-14.316,-14.368,-15.715,-14.477,-16.396,-15.845,-13.134,-13.918,-19.023,-18.575,-17.984,-19.484,-17.941,-20.387,-22.378,-22.577,-23.062,-25.76,-27.008,-26.429,-27.532,-27.651,-27.444,-27.135,-27.439,-27.532,-27.517,-27.77,-28.65,-27.927,-28.062,-27.981,-28.797,-28.593,-25.333,-29.327,-28.074,-29.438,-29.62,-29.817,-29.303,-30.675,-29.706,-29.386,-29.379,-29.038,-32.739,-29.144,-32.003,-30.112,-33.151,-34.374,-34.245,-35.92,-35.2,-34.03,-34.1,-34.858,-34.479,-34.798,-33.803,-35.704,-35.751,-36.28,-36.079,-35.867,-37.322,-36.592,-37.682,-37.362,-38.074,-36.723,-37.659,-38.479,-38.556,,-37.776,-39.691,-41.597,-40.965,-40.491,-41.955,-43.118,-42.03,-43.424,-42.815,-44.233,-44.363,-43.152,-43.059,-43.616,-43.327
-119.7369,36.4353,0.0,-4.0988,0.4185,1.1598,-1.8528,0.51529,-2.1969,-1.9543,-0.9642,-4.1785,-4.641,-6.9304,-6.831,-5.6487,-7.0305,-7.7727,-8.1605,-8.211,-7.328,-7.3109,-8.2735,-7.419,-8.8931,-8.5544,-5.9119,-6.8304,-10.956,-10.427,-9.4907,-11.224,-9.2437,-11.767,-12.651,-13.572,-13.038,-15.189,-15.951,-15.865,-16.296,-16.648,-16.369,-16.064,-16.221,-16.151,-16.219,-16.681,-17.45,-16.552,-16.538,-16.793,-17.501,-17.077,-13.811,-17.638,-16.621,-17.723,-18.197,-17.921,-17.691,-18.988,-18.127,-17.625,-17.705,-16.666,-20.64,-17.862,-19.572,-17.8,-20.46,-21.59,-21.617,-22.394,-21.993,-20.809,-20.734,-21.508,-20.863,-21.117,-19.838,-21.597,-21.685,-21.844,-21.963,-21.437,-22.898,-21.623,-22.603,-21.792,-22.337,-20.886,-21.788,-22.229,-21.876,,-21.96,-23.316,-24.954,-24.13,-23.856,-23.976,-25.413,-24.443,-25.415,-25.066,-25.983,-26.12,-24.742,-24.68,-25.328,-24.551
-119.7349,35.9212,0.0,-5.7539,1.5872,2.6118,-0.40073,3.5168,0.86369,0.90483,-0.14422,1.4204,1.0734,0.37493,-0.80191,1.2206,2.4589,0.19856,0.13865,1.5131,0.19305,2.0147,1.8183,1.4255,0.55705,2.2234,3.7866,5.0956,1.926,2.6205,3.8129,2.0905,5.7492,2.2768,3.3227,5.4135,3.7256,2.8752,3.4046,4.0028,1.1438,0.92709,2.3621,3.4094,1.4014,3.0865,3.0834,2.5667,2.5316,4.2197,3.9151,4.7351,3.5257,3.9505,3.6099,2.3854,4.1464,4.2787,4.5901,5.8937,5.353,4.8441,7.9147,5.9696,6.1645,7.3451,4.9006,8.8588,6.2453,5.4632,4.8831,4.151,3.3403,2.3991,5.758,5.0509,4.0402,4.3845,3.0782,3.9849,5.5964,3.9598,4.2438,4.8136,5.2857,5.1139,5.4973,7.2901,5.2126,6.9988,5.8718,8.8794,6.6695,6.1286,6.2848,,9.2738,7.033,5.3755,5.425,7.4314,4.9094,5.4295,6.7476,5.505,6.5933,4.6117,3.5357,6.0769,6.9906,5.8111,6.0633
-119.7309,36.4553,0.0,-4.0657,0.44022,1.375,-1.142,1.238,-0.88272,-0.71025,1.3024,-1.5965,-1.6261,-3.6006,-3.281,-1.8405,-3.2605,-3.9425,-4.2291,-4.1808,-3.2011,-3.2946,-4.1316,-3.2598,-4.372,-3.9675,-1.2768,-1.899,-5.8887,-5.0108,-3.7471,-5.1194,-3.0298,-4.29,-5.2045,-5.8999,-5.407,-7.0284,-7.8199,-7.6016,-7.3902,-7.9271,-7.6597,-7.4167,-7.2621,-7.0448,-7.538,-7.7495,-8.2941,-7.4569,-7.2987,-7.6164,-8.1123,-7.404,-4.3489,-7.8582,-6.9836,-8.0252,-8.3364,-7.6304,-6.9725,-8.2948,-7.0639,-6.7886,-7.0125,-5.5316,-9.8518,-7.3184,-8.865,-7.1159,-9.7222,-10.583,-10.176,-11.27,-10.566,-9.616,-9.4372,-10.009,-9.4689,-9.9793,-8.8134,-10.202,-9.991,-9.9195,-10.297,-9.4347,-10.625,-9.4151,-10.143,-9.4539,-9.7442,-8.2153,-9.1464,-9.2258,-8.9088,,-8.9952,-9.9357,-11.589,-10.631,-10.473,-10.724,-11.832,-10.849,-11.64,-11.492,-12.227,-12.384,-11.156,-11.26,-11.573,-11.095
-119.7289,36.1392,0.0,-5.0223,0.28067,0.42697,-2.5548,-0.081664,-3.5649,-3.4864,-5.5017,-5.9409,-6.4232,-9.0994,-10.288,-9.0767,-10.064,-10.988,-11.61,-11.092,-12.359,-11.268,-12.677,-12.417,-13.451,-12.79,-10.857,-11.521,-14.195,-14.16,-12.771,-14.065,-11.928,-15.112,-17.151,-16.095,-18.748,-20.667,-22.024,-21.161,-23.917,-23.358,-22.62,-21.808,-23.952,-22.524,-22.988,-23.294,-23.824,-22.534,-22.711,-21.892,-22.949,-22.157,-19.386,-21.805,-20.259,-20.701,-20.594,-18.718,-19.151,-19.491,-16.813,-17.74,-16.499,-16.785,-19.519,-15.074,-17.668,-17.142,-18.912,-19.85,-20.116,-21.664,-18.671,-18.707,-19.395,-19.685,-20.359,-20.018,-18.993,-20.547,-20.469,-20.939,-20.713,-22.324,-21.978,-20.661,-23.172,-22.371,-23.671,-21.63,-23.179,-24.397,-24.919,,-23.454,-26.234,-28.184,-28.106,-27.188,-29.168,-29.654,-29.18,-29.88,-29.755,-31.871,-31.379,-30.613,-30.217,-31.171,-31.234
-119.7289,36.4233,0.0,-4.2144,0.2163,1.1535,-1.7288,0.47969,-2.3804,-2.5142,-2.0799,-5.1389,-5.557,-8.0798,-7.9566,-7.2437,-8.056,-9.0252,-9.6106,-9.4958,-8.7638,-8.5695,-9.6769,-8.6399,-10.056,-9.6468,-7.1676,-8.0156,-12.499,-11.592,-10.594,-12.287,-10.113,-12.748,-14.151,-14.803,-14.37,-16.702,-17.663,-17.585,-18.012,-18.392,-18.04,-17.821,-17.962,-17.893,-18.03,-18.284,-19.112,-18.284,-18.302,-18.522,-19.139,-18.701,-15.401,-19.261,-18.496,-19.969,-20.027,-19.801,-19.342,-20.605,-19.816,-19.581,-19.872,-18.79,-22.954,-20.159,-22.262,-20.418,-22.96,-24.204,-24.302,-25.119,-24.687,-23.308,-23.108,-23.851,-23.383,-23.557,-22.311,-23.904,-24.055,-24.099,-24.065,-23.614,-25.2,-23.925,-25.138,-24.287,-25.047,-23.774,-24.645,-25.257,-25.227,,-25.826,-27.088,-28.486,-27.581,-27.138,-27.852,-29.143,-28.068,-29.06,-28.539,-29.613,-30.012,-28.708,-28.621,-29.108,-28.585
-119.7249,36.2753,0.0,-4.3102,0.83988,1.3249,-2.6536,-0.93161,-4.9888,-5.9846,-8.1136,-10.882,-11.95,-15.156,-16.269,-15.516,-16.549,-18.036,-18.136,-17.794,-17.802,-16.672,-18.126,-16.623,-18.632,-18.403,-16.509,-18.029,-21.796,-22.072,-21.956,-23.131,-21.869,-25.256,-27.164,-28.094,-29.281,-31.926,-33.054,-32.386,-34.702,-34.32,-33.717,-33.295,-32.978,-33.855,-33.587,-33.674,-34.201,-33.039,-33.774,-33.088,-34.061,-33.385,-31.141,-34.089,-32.881,-34.0,-34.04,-33.197,-33.737,-34.747,-33.125,-33.42,-33.066,-33.221,-36.827,-32.762,-34.942,-34.533,-36.508,-38.203,-38.508,-39.952,-38.235,-37.348,-37.673,-37.899,-37.825,-37.918,-36.2,-38.008,-38.069,-38.852,-39.477,-39.583,-40.678,-39.454,-41.84,-41.46,-42.983,-41.961,-42.794,-44.059,-43.832,,-43.37,-45.461,-47.898,-47.515,-47.126,-49.246,-49.264,-48.907,-49.748,-49.08,-50.939,-50.018,-49.425,-49.009,-49.667,-49.002
