Longitude,Latitude,2014-11-08,2014-12-02,2014-12-26,2015-02-12,2015-03-08,2015-04-01,2015-04-25,2015-05-19,2015-06-12,2015-07-06,2015-07-30,2015-08-23,2015-09-16,2015-10-10,2015-11-03,2015-11-27,2015-12-09,2015-12-21,2016-01-14,2016-01-26,2016-02-07,2016-02-19,2016-03-02,2016-03-14,2016-03-26,2016-04-07,2016-04-19,2016-05-01,2016-05-13,2016-05-25,2016-06-06,2016-06-30,2016-07-24,2016-08-17,2016-09-10,2016-09-22,2016-10-04,2016-10-16,2016-10-28,2016-11-09,2016-11-21,2016-12-03,2016-12-15,2016-12-27,2017-01-08,2017-01-14,2017-01-20,2017-01-26,2017-02-01,2017-02-13,2017-02-25,2017-03-09,2017-03-21,2017-04-02,2017-04-14,2017-04-26,2017-05-08,2017-05-20,2017-06-01,2017-06-13,2017-06-25,2017-07-07,2017-07-19,2017-07-31,2017-08-12,2017-08-24,2017-09-05,2017-09-17,2017-09-29,2017-10-11,2017-10-23,2017-11-04,2017-11-16,2017-11-28,2017-12-10,2017-12-22,2018-01-03,2018-01-15,2018-01-27,2018-02-08,2018-02-20,2018-03-04,2018-03-16,2018-03-28,2018-04-09,2018-04-21,2018-05-03,2018-05-15,2018-05-27,2018-06-08,2018-06-20,2018-07-02,2018-07-14,2018-07-26,2018-08-07,2018-08-19,2018-08-31,2018-09-12,2018-09-24,2018-10-06,2018-10-18,2018-10-30,2018-11-11,2018-11-17,2018-11-23,2018-12-05,2018-12-17,2018-12-29,2019-01-10,2019-01-22
-119.429,36.1292,0.0,-4.9746,-1.8151,-4.0583,-6.9046,-7.0633,-10.412,-12.401,-16.222,-18.574,-20.906,-25.219,-28.606,-28.21,-28.165,-29.662,-30.679,-29.5,-32.178,-30.6,-30.622,-31.009,-33.629,-33.142,-33.439,-32.03,-36.172,-36.506,-36.679,-39.966,-39.478,-42.36,-45.088,-47.306,-50.371,-51.423,-52.452,-49.958,-55.534,-53.975,-54.109,-53.509,-55.969,-54.493,-54.777,-55.3,-55.609,-54.864,-55.496,-54.12,-55.28,-54.867,-53.157,-56.293,-56.268,-55.143,-54.902,-55.638,-55.518,-57.034,-58.166,-58.177,-58.305,-58.237,-59.587,-58.875,-58.665,-59.684,-60.88,-60.492,-61.511,-63.172,-60.809,-60.109,-61.745,-61.509,-61.005,-60.419,-60.862,-63.419,-64.905,-64.661,-62.975,-64.549,-66.52,-64.707,-66.84,-66.452,-68.901,-69.58,-71.314,-70.592,-71.501,,-74.411,-76.163,-78.768,-79.161,-77.828,-80.012,-79.247,-79.966,-80.373,-80.149,-81.327,-79.766,-79.042,-79.982,-80.493,-80.515
-119.425,35.9812,0.0,-4.1557,-0.65079,-5.9291,-9.3714,-9.5768,-13.465,-15.431,-19.878,-20.716,-23.333,-27.017,-31.822,-31.949,-30.132,-32.29,-32.592,-31.231,-35.019,-32.414,-32.3,-34.486,-38.208,-36.453,-37.241,-36.389,-42.079,-41.888,-41.895,-44.234,-42.598,-46.636,-51.742,-50.907,-56.603,-57.67,-58.504,-57.886,-59.828,-59.461,-59.658,-58.699,-60.923,-59.788,-59.734,-60.862,-61.061,-60.526,-60.9,-59.577,-60.741,-60.762,-58.918,-62.563,-61.718,-60.318,-59.957,-60.747,-60.223,-62.17,-63.657,-62.57,-63.591,-63.315,-65.801,-64.475,-63.474,-65.262,-67.076,-66.965,-68.577,-69.923,-67.034,-66.98,-69.294,-68.692,-68.774,-67.925,-68.67,-70.314,-71.517,-72.484,-72.051,-73.432,-76.077,-74.216,-77.303,-75.231,-76.666,-76.679,-78.721,-78.918,-79.588,,-81.955,-84.392,-86.166,-86.986,-85.326,-88.74,-87.607,-87.405,-87.596,-87.201,-88.626,-87.565,-86.446,-87.238,-88.028,-87.881
-119.423,35.9492,0.0,-4.8364,0.46223,-4.2441,-7.5577,-7.6081,-11.23,-13.224,-17.242,-18.654,-21.708,-25.582,-30.312,-30.12,-26.303,-28.873,-29.891,-28.438,-32.698,-30.335,-30.076,-31.603,-35.764,-34.913,-34.996,,-40.165,-38.474,-38.444,-40.266,-39.225,-43.479,-49.055,-48.073,-53.621,-54.911,-55.131,-54.326,-58.807,-58.469,-58.944,-57.757,-60.305,-59.136,-59.13,-59.957,-60.255,-59.623,-60.247,-58.815,-60.081,-60.343,-59.166,-62.587,-62.123,-60.279,-60.067,-61.007,-60.943,-63.46,-65.353,-63.583,-65.332,-64.507,-67.41,-66.247,-65.32,-67.209,-68.846,-68.751,-70.247,-72.197,-69.022,-69.186,-71.91,-71.644,-71.556,-70.867,-71.051,-73.153,-73.788,-73.985,-73.047,-74.963,-77.763,-75.554,-78.479,-76.788,-79.013,-77.928,-80.787,-80.292,-81.817,,-83.294,-85.861,-88.234,-89.186,-87.62,-91.351,-90.433,-90.328,-90.899,-90.525,-91.48,-90.74,-89.191,-90.089,-90.912,-90.781
-119.423,36.1492,0.0,-3.9983,-1.7555,-4.1655,-6.6996,-6.7759,-9.5511,-11.561,-14.508,-16.439,-18.171,-22.375,-25.825,-25.57,-25.316,-26.786,-27.307,-26.319,-29.214,-27.759,-27.861,-28.245,-30.774,-30.377,-31.01,-29.568,-33.047,-33.58,-34.033,-36.916,-36.205,-39.195,-42.008,-44.941,-48.09,-49.428,-50.318,-47.859,-53.448,-51.777,-52.03,-51.594,-53.978,-52.598,-53.084,-53.625,-53.887,-53.303,-53.885,-52.689,-53.923,-54.235,-52.787,-55.603,-55.787,-54.675,-54.506,-55.206,-55.094,-56.818,-57.901,-57.601,-57.957,-57.586,-59.146,-58.361,-57.778,-59.076,-60.43,-59.924,-60.948,-62.609,-60.307,-59.888,-61.628,-61.573,-61.165,-60.607,-61.006,-63.523,-64.519,-64.578,-63.004,-64.422,-66.309,-64.627,-66.598,-65.944,-68.458,-69.133,-70.839,-70.115,-71.198,,-74.361,-75.747,-77.978,-78.613,-77.328,-79.642,-78.854,-79.559,-79.592,-79.356,-80.641,-79.354,-78.908,-79.775,-80.218,-80.35
-119.421,36.1172,0.0,-5.0181,-2.1108,-4.7143,-7.5833,-8.2179,-11.434,-12.943,-17.113,-19.1,-20.716,-24.988,-28.57,-28.347,-28.358,-30.065,-30.605,-29.657,-32.601,-31.06,-31.06,-31.583,-34.178,-33.63,-33.864,-32.508,-36.903,-37.106,-37.339,-40.292,-39.972,-43.457,-46.87,-48.586,-52.313,-53.444,-54.165,-51.51,-57.34,-55.876,-56.257,-55.721,-57.868,-56.815,-57.312,-57.787,-58.024,-57.248,-57.844,-56.421,-57.556,-57.278,-55.662,-58.77,-58.81,-57.733,-57.707,-58.423,-58.445,-59.936,-60.842,-61.495,-61.467,-61.767,-63.175,-62.346,-61.824,-63.054,-64.514,-63.755,-64.882,-66.533,-63.985,-63.46,-65.171,-64.822,-64.361,-63.923,-64.537,-66.727,-68.277,-68.371,-66.827,-68.409,-70.258,-68.49,-70.811,-70.348,-72.324,-73.304,-75.187,-75.129,-76.272,,-78.809,-80.419,-83.207,-83.911,-82.549,-84.806,-83.936,-84.626,-84.983,-84.866,-86.24,-85.065,-84.048,-85.202,-85.834,-85.886
-119.415,35.9372,0.0,-4.6636,-0.37852,-4.2176,-7.1398,-7.3499,-9.8643,-12.487,-16.944,-18.04,-21.203,-24.976,-29.417,-29.232,-27.421,-30.112,-30.381,-28.908,-33.311,-30.592,-30.306,-31.549,-35.483,-33.886,-33.433,-32.534,-38.471,-38.248,-38.046,-39.913,-38.852,-43.326,-48.958,-47.414,-52.293,-53.589,-53.826,-52.944,-56.921,-56.599,-56.759,-55.476,-58.119,-56.588,-56.509,-57.332,-57.289,-56.769,-57.272,-55.75,-56.887,-56.523,-55.038,-58.46,-58.186,-56.41,-55.971,-57.049,-57.08,-58.988,-60.579,-59.131,-60.709,-60.007,-62.692,-61.163,-60.569,-62.54,-64.342,-64.509,-65.906,-68.083,-64.729,-64.731,-66.744,-66.328,-66.465,-65.695,-65.706,-67.258,-67.987,-68.166,-66.927,-68.774,-71.279,-68.58,-71.638,-70.066,-72.252,-71.792,-74.922,-73.932,-75.302,,-76.649,-79.214,-81.643,-83.023,-81.385,-84.865,-83.46,-83.708,-83.93,-83.577,-84.497,-83.825,-82.387,-83.031,-83.777,-83.607
-119.413,36.0212,0.0,-5.2261,-1.6241,-5.6857,-8.8636,-9.1599,-12.082,-13.649,-17.482,-20.115,-22.432,-26.577,-31.785,-32.51,-30.747,-32.804,-32.783,-31.666,-36.077,-33.895,-33.768,-35.543,-38.983,-38.09,-38.025,-36.832,-41.779,-41.749,-41.805,-43.963,-42.865,-47.584,-52.465,-51.374,-57.336,-58.576,-60.034,-58.472,-63.579,-62.225,-62.07,-61.408,-63.668,-62.918,-63.344,-64.324,-64.377,-64.034,-64.329,-62.98,-64.206,-64.122,-63.19,-66.904,-66.148,-64.817,-63.868,-64.452,-64.169,-65.981,-68.024,-67.69,-68.807,-68.561,-70.555,-69.681,-68.429,-71.025,-72.96,-72.762,-73.509,-75.031,-72.215,-71.828,-73.6,-73.056,-73.085,-72.539,-72.814,-74.792,-76.662,-77.328,-76.197,-78.339,-80.493,-78.783,-80.638,-79.412,-81.553,-81.651,-84.439,-84.628,-85.913,,-87.267,-88.816,-91.54,-92.909,-91.851,-94.856,-93.68,-93.783,-94.294,-94.127,-95.217,-94.16,-93.447,-94.129,-94.96,-94.811
-119.411,36.1052,0.0,-4.9058,-2.4426,-4.815,-7.7597,-8.2455,-11.559,-13.392,-17.286,-19.192,-20.683,-24.859,-28.938,-28.813,-28.595,-30.409,-30.833,-30.073,-33.444,-31.946,-31.921,-32.488,-35.085,-34.754,-35.012,-33.844,-38.421,-38.549,-38.777,-41.939,-41.695,-45.485,-49.595,-51.238,-55.534,-56.672,-57.63,-56.608,-61.559,-60.272,-60.886,-60.777,-62.95,-62.113,-62.539,-63.159,-63.353,-62.638,-63.311,-61.941,-63.184,-62.927,-61.5,-64.404,-64.581,-63.382,-63.06,-64.16,-64.109,-65.944,-67.163,-67.507,-67.707,-68.018,-69.619,-68.567,-67.362,-69.235,-70.61,-69.831,-70.989,-72.399,-69.765,-69.537,-71.231,-70.924,-70.483,-69.953,-70.625,-72.583,-74.281,-74.436,-73.059,-74.419,-76.436,-74.967,-77.292,-76.57,-78.741,-79.747,-81.8,-82.015,-83.221,,-85.785,-87.272,-90.053,-91.237,-90.195,-92.487,-91.818,-92.605,-93.137,-92.9,-94.55,-93.401,-92.677,-93.925,-94.534,-94.521
-119.407,35.8411,0.0,-5.1262,0.78475,-0.36758,-1.9537,0.47032,-1.5922,-2.7147,-4.6489,-3.9888,-5.6684,-6.6279,-11.362,-9.8579,-6.9382,-8.6287,-8.3264,-6.0425,-10.902,-7.9872,-7.3058,-8.4996,-10.682,-9.0241,-7.1662,-6.065,-10.923,-9.9921,-10.179,-11.999,-8.728,-11.776,-15.642,-12.181,-16.539,-16.241,-16.119,-15.277,-17.507,-16.865,-16.448,-14.324,-16.152,-15.161,-14.622,-16.112,-15.928,-15.238,-15.775,-14.423,-15.225,-14.789,-12.834,-15.951,-15.575,-13.183,-13.378,-13.729,-13.877,-15.737,-16.546,-15.003,-16.499,-15.316,-17.885,-15.806,-15.739,-17.05,-18.525,-18.743,-19.842,-20.683,-17.563,-17.667,-19.256,-18.468,-18.521,-17.448,-17.212,-18.733,-18.593,-18.185,-16.252,-18.037,-20.376,-16.074,-19.314,-17.364,-20.151,-18.274,-21.681,-20.702,-21.486,,-21.21,-22.584,-25.082,-25.453,-23.601,-27.098,-25.369,-24.947,-24.511,-24.216,-24.694,-24.477,-23.138,-22.874,-23.344,-23.224
-119.407,35.9572,0.0,-4.3846,0.20703,-3.6406,-6.6774,-6.3768,-9.2474,-11.4,-15.391,-16.441,-19.121,-22.775,-26.909,-26.907,-25.129,-27.247,-27.749,-26.274,-30.333,-27.795,-27.401,-28.596,-32.306,-31.535,-30.515,-29.461,-34.868,-34.325,-34.493,-36.642,-35.141,-39.369,-44.543,-43.031,-48.223,-49.115,-49.556,-47.577,-52.67,-51.673,-51.852,-50.375,-52.841,-51.63,-51.341,-52.393,-52.549,-51.855,-52.356,-51.135,-51.852,-51.804,-50.031,-53.715,-53.311,-51.344,-50.983,-51.935,-51.78,-53.768,-55.192,-53.911,-55.243,-54.921,-57.074,-55.699,-54.712,-56.989,-58.638,-58.458,-59.855,-62.385,-58.791,-58.88,-61.002,-60.583,-60.573,-59.709,-59.715,-61.444,-62.256,-62.872,-61.283,-63.115,-65.492,-63.036,-65.738,-63.961,-66.333,-66.018,-68.821,-68.172,-69.391,,-70.738,-73.008,-75.546,-76.64,-74.825,-78.599,-77.208,-77.116,-77.442,-77.053,-78.234,-77.241,-75.846,-76.417,-77.42,-77.14
-119.407,36.0412,0.0,-4.865,-1.6758,-4.7752,-8.149,-8.5488,-11.662,-13.375,-16.975,-19.08,-21.197,-25.418,-30.251,-30.791,-29.41,-31.6,-31.596,-30.419,-34.893,-32.924,-32.691,-33.683,-37.074,-36.337,-36.423,-35.01,-40.224,-40.405,-40.502,-42.604,-41.554,-46.27,-50.583,-50.16,-55.64,-56.936,-58.033,-56.67,-61.245,-59.87,-59.716,-59.22,-61.974,-61.064,-61.434,-62.108,-62.329,-61.652,-61.898,-60.512,-61.836,-61.595,-59.864,-63.541,-63.31,-61.72,-61.087,-62.059,-62.191,-64.223,-65.534,-65.493,-65.808,-66.057,-67.573,-66.268,-64.847,-67.068,-68.863,-68.355,-69.201,-70.848,-68.088,-67.987,-69.819,-69.382,-69.393,-69.084,-69.431,-71.207,-72.727,-73.292,-71.854,-74.033,-76.218,-74.407,-76.503,-76.242,-77.673,-78.05,-80.967,-80.956,-82.494,,-83.355,-84.951,-87.798,-89.188,-87.816,-90.488,-89.9,-90.318,-90.885,-90.571,-91.644,-90.794,-90.083,-90.991,-91.788,-91.715
-119.407,36.1552,0.0,-4.0634,-1.6839,-4.264,-6.8528,-7.0979,-9.4175,-11.409,-14.317,-16.408,-18.267,-22.245,-25.521,-25.432,-25.532,-26.812,-27.287,-26.294,-29.225,-27.759,-27.808,-27.934,-30.619,-30.375,-31.161,-29.655,-32.84,-33.253,-33.835,-36.582,-36.06,-39.043,-42.071,-44.104,-46.577,-47.562,-48.466,-46.824,-51.595,-50.148,-50.459,-49.973,-52.259,-51.034,-51.496,-52.032,-52.159,-51.728,-52.424,-51.352,-52.464,-52.305,-51.275,-53.943,-53.895,-52.918,-52.808,-53.538,-53.559,-55.241,-56.23,-56.165,-56.587,-56.189,-57.646,-57.064,-56.346,-57.908,-59.317,-58.834,-59.846,-61.475,-59.152,-58.922,-60.683,-60.664,-60.27,-59.707,-60.134,-62.076,-63.12,-63.377,-61.824,-63.243,-65.185,-63.252,-65.238,-64.62,-67.303,-68.027,-69.263,-68.725,-69.716,,-72.93,-74.104,-76.008,-76.866,-75.772,-78.262,-77.342,-77.898,-77.832,-77.721,-79.027,-77.882,-77.583,-78.779,-79.223,-79.351
-119.405,36.1232,0.0,-4.589,-2.5768,-4.861,-7.2395,-8.2477,-11.116,-12.858,-16.967,-18.229,-20.022,-24.019,-27.685,-27.474,-27.189,-28.682,-29.002,-28.126,-30.618,-29.179,-29.083,-29.535,-32.107,-31.811,-32.572,-29.98,-34.096,-34.228,-34.449,-37.458,-36.981,-40.214,-42.866,-44.757,-49.596,-50.233,-50.929,-49.001,-54.2,-52.536,-52.936,-52.587,-54.68,-53.718,-54.107,-54.69,-54.91,-54.301,-54.956,-53.842,-55.09,-54.619,-53.535,-56.737,-56.849,-55.492,-55.358,-56.287,-56.235,-58.059,-58.772,-58.275,-58.785,-59.014,-60.715,-60.179,-59.421,-60.611,-61.991,-61.183,-62.13,-63.546,-61.128,-60.674,-62.338,-62.071,-61.538,-60.964,-61.582,-63.671,-65.588,-65.407,-63.991,-65.427,-67.451,-65.615,-67.974,-67.479,-69.551,-70.729,-72.358,-71.797,-72.852,,-74.737,-76.054,-78.285,-79.148,-77.931,-80.014,-79.098,-79.388,-79.473,-79.195,-80.64,-79.37,-78.68,-79.572,-80.113,-80.357
-119.401,35.9752,0.0,-4.0773,0.061874,-4.2676,-7.3472,-7.1982,-9.9911,-11.937,-15.746,-17.024,-19.649,-23.085,-27.506,-27.636,-25.67,-27.541,-28.156,-26.365,-30.267,-27.678,-27.207,-28.567,-32.385,-31.147,-30.656,-29.401,-34.79,-34.289,-34.557,-36.64,-35.209,-39.375,-44.628,-42.873,-48.281,-48.949,-49.701,-47.977,-52.128,-51.382,-51.246,-50.012,-52.432,-51.466,-51.062,-52.114,-52.308,-51.845,-52.224,-50.862,-51.799,-51.727,-50.278,-54.104,-53.736,-51.73,-51.317,-52.117,-52.098,-54.074,-55.644,-54.614,-55.898,-55.666,-57.682,-56.35,-54.898,-57.526,-59.235,-58.925,-60.186,-62.57,-59.352,-58.93,-61.24,-60.576,-60.445,-59.522,-59.789,-61.733,-63.296,-63.819,-62.457,-64.132,-66.857,-64.634,-67.114,-65.4,-67.877,-67.897,-70.627,-69.958,-71.243,,-72.848,-75.015,-77.616,-78.628,-76.974,-80.656,-79.38,-79.216,-79.529,-79.295,-80.509,-79.292,-78.022,-78.563,-79.427,-79.167
-119.401,36.1752,0.0,-3.4902,-1.6145,-4.2813,-6.4365,-7.4229,-9.7762,-11.507,-14.595,-17.124,-18.612,-22.322,-25.212,-25.477,-25.788,-26.839,-27.285,-26.32,-29.374,-28.193,-28.116,-28.313,-30.96,-30.709,-31.474,-29.99,-32.636,-33.291,-34.238,-35.959,-35.794,-38.572,-41.344,-42.923,-45.099,-46.151,-47.417,-46.148,-50.599,-48.503,-48.507,-48.184,-50.066,-49.409,-50.127,-50.672,-50.734,-50.363,-51.173,-50.405,-51.395,-51.257,-50.496,-53.025,-53.217,-52.394,-52.065,-52.772,-52.973,-54.449,-55.162,-55.165,-55.748,-55.428,-56.881,-56.391,-55.269,-56.829,-58.24,-57.837,-59.171,-60.894,-58.434,-58.064,-59.997,-60.008,-59.625,-59.189,-59.644,-61.054,-61.912,-62.307,-61.056,-62.376,-64.137,-62.232,-64.214,-63.571,-66.061,-66.6,-67.502,-67.047,-68.045,,-72.297,-73.74,-75.022,-75.788,-74.731,-77.597,-76.6,-77.115,-77.112,-76.794,-77.892,-77.195,-76.678,-77.763,-78.296,-78.295
-119.399,35.9432,0.0,-3.9303,0.28078,-3.2336,-5.744,-5.5,-7.9484,-10.408,-14.51,-15.436,-17.616,-21.333,-25.217,-24.696,-22.892,-25.474,-25.427,-24.162,-28.437,-25.904,-25.199,-26.068,-29.426,-27.938,-27.543,-26.288,-31.868,-31.41,-31.819,-33.759,-32.451,-36.597,-41.94,-40.352,-45.174,-45.701,-45.789,-43.362,-48.283,-47.792,-47.614,-46.19,-48.359,-47.168,-46.794,-47.861,-47.679,-47.313,-47.806,-46.328,-47.174,-47.132,-45.325,-49.032,-48.742,-46.893,-46.35,-47.516,-47.799,-49.573,-50.886,-49.606,-51.087,-50.625,-52.807,-51.083,-50.067,-52.187,-53.826,-53.899,-55.208,-57.481,-53.914,-53.877,-55.732,-55.218,-55.232,-54.048,-54.277,-55.88,-56.654,-56.618,-55.139,-57.114,-59.824,-57.297,-59.969,-58.29,-60.694,-60.5,-63.663,-62.723,-63.962,,-64.839,-67.074,-69.42,-70.631,-68.813,-72.129,-70.719,-70.995,-71.077,-70.727,-71.584,-70.385,-69.126,-69.349,-70.156,-69.739
-119.399,36.0592,0.0,-4.2532,-1.0619,-3.4381,-6.9533,-6.8625,-10.097,-12.025,-15.14,-17.53,-19.593,-23.745,-27.967,-28.226,-27.11,-29.154,-29.126,-27.945,-32.608,-30.803,-30.219,-30.768,-33.584,-32.957,-33.094,-31.463,-36.577,-36.822,-36.849,-38.995,-38.412,-43.083,-47.352,-47.5,-53.071,-54.205,-55.246,-54.143,-58.498,-57.399,-57.332,-57.141,-59.581,-58.707,-58.828,-59.503,-59.724,-58.948,-59.378,-57.864,-59.12,-58.676,-56.528,-60.097,-59.794,-58.387,-58.055,-59.095,-58.854,-60.772,-61.727,-61.841,-62.26,-62.658,-63.875,-62.879,-62.031,-64.05,-65.421,-64.833,-65.706,-67.219,-64.607,-64.557,-66.51,-66.143,-65.903,-65.356,-65.859,-67.767,-69.08,-69.155,-68.246,-69.917,-72.129,-70.252,-72.265,-71.529,-73.528,-74.788,-76.98,-77.039,-78.974,,-80.329,-81.519,-84.247,-86.422,-84.965,-87.608,-87.02,-87.832,-88.103,-87.641,-88.955,-88.164,-87.226,-88.451,-89.163,-88.934
-119.399,36.1432,0.0,-3.4476,-0.81857,-2.9124,-5.5446,-5.6452,-8.2941,-10.135,-13.213,-15.437,-17.205,-20.937,-24.112,-23.981,-23.537,-24.796,-25.118,-24.097,-27.097,-25.425,-25.395,-25.701,-28.254,-27.929,-28.582,-26.97,-30.555,-30.688,-30.976,-33.958,-33.736,-36.878,-40.076,-41.493,-44.522,-45.078,-45.916,-44.426,-48.739,-47.288,-47.074,-46.75,-48.925,-47.565,-48.041,-48.426,-48.548,-48.013,-48.617,-47.449,-48.607,-48.237,-47.255,-49.799,-49.738,-48.638,-48.617,-49.329,-49.443,-51.333,-52.378,-52.446,-53.019,-53.015,-54.368,-53.788,-53.084,-54.476,-55.799,-55.165,-55.988,-57.481,-55.242,-54.468,-56.011,-55.724,-55.35,-54.812,-55.196,-57.049,-58.489,-58.457,-56.992,-58.34,-60.358,-58.406,-60.652,-60.018,-62.704,-63.925,-65.222,-64.48,-65.584,,-68.608,-69.745,-71.734,-72.449,-71.381,-73.658,-72.691,-72.787,-73.076,-72.799,-74.166,-72.816,-72.089,-73.256,-73.76,-73.722
-119.397,35.9112,0.0,-4.6589,0.11166,-2.7448,-5.3239,-4.1506,-6.7958,-8.6716,-11.721,-12.109,-14.323,-17.137,-21.695,-21.486,-19.216,-21.552,-21.397,-19.826,-24.625,-21.844,-21.203,-22.251,-25.489,-24.32,-23.199,-22.183,-27.802,-27.068,-27.347,-28.834,-27.039,-30.822,-35.939,-33.53,-38.515,-39.088,-39.372,-37.406,-42.595,-41.465,-41.898,-40.184,-42.524,-41.271,-41.047,-42.015,-41.99,-41.186,-41.636,-40.18,-40.946,-40.744,-39.312,-42.773,-42.842,-40.778,-41.219,-42.156,-42.129,-44.269,-45.767,-44.463,-45.876,-45.403,-47.568,-46.426,-45.461,-47.79,-49.48,-49.579,-50.925,-52.668,-49.511,-49.812,-51.467,-50.978,-51.037,-50.433,-50.322,-51.853,-52.175,-52.354,-50.809,-52.465,-54.916,-52.128,-55.346,-53.64,-56.315,-55.423,-58.58,-57.611,-58.727,,-59.362,-61.586,-63.956,-65.131,-63.928,-67.333,-65.731,-66.101,-65.938,-65.607,-66.53,-66.103,-64.73,-64.985,-66.206,-65.962
-119.397,36.0272,0.0,-4.8067,-0.85928,-4.8999,-7.6037,-8.1387,-11.15,-12.81,-16.472,-18.905,-21.352,-25.435,-30.008,-31.086,-29.136,-31.1,-31.261,-29.928,-34.144,-31.801,-31.6,-32.545,-35.915,-34.901,-34.647,-33.322,-38.568,-38.818,-38.935,-41.178,-39.795,-44.535,-49.117,-47.963,-53.334,-54.768,-56.264,-55.653,-60.183,-58.659,-58.5,-58.065,-59.959,-59.236,-59.424,-60.358,-60.358,-59.972,-60.347,-58.67,-59.953,-59.525,-57.854,-61.753,-61.377,-59.831,-59.455,-60.171,-60.238,-61.981,-63.903,-63.236,-64.34,-64.242,-66.093,-65.15,-64.15,-65.809,-67.463,-67.011,-68.02,-69.805,-66.95,-66.67,-68.452,-67.883,-67.982,-67.182,-67.649,-69.388,-70.934,-71.414,-70.314,-71.783,-74.397,-72.391,-74.666,-72.801,-75.33,-75.606,-78.548,-78.356,-79.581,,-80.833,-82.401,-84.941,-86.54,-85.111,-87.92,-87.096,-87.194,-87.863,-87.671,-88.403,-87.536,-86.839,-87.454,-88.177,-88.008
-119.395,35.9952,0.0,-3.7818,0.1606,-4.4591,-7.8328,-8.1091,-10.8,-12.417,-16.437,-18.135,-20.519,-24.223,-29.436,-29.827,-27.578,-29.379,-29.871,-27.884,-32.001,-29.541,-29.498,-31.231,-35.149,-33.565,-33.714,-32.601,-37.828,-37.357,-37.714,-39.714,-38.387,-43.287,-49.063,-47.637,-53.565,-54.595,-55.692,-54.323,-58.504,-57.356,-57.151,-56.048,-58.384,-57.465,-57.272,-58.408,-58.579,-58.157,-58.423,-57.136,-58.234,-58.151,-57.478,-61.304,-60.727,-59.156,-58.862,-59.536,-60.057,-62.111,-63.889,-63.44,-65.034,-65.054,-67.063,-65.639,-63.204,-65.946,-67.815,-67.447,-68.602,-70.724,-67.865,-67.24,-69.328,-68.86,-68.822,-68.051,-68.379,-70.526,-72.304,-72.957,-71.248,-73.336,-76.18,-74.013,-75.957,-74.466,-76.775,-77.561,-80.331,-80.149,-81.774,,-83.71,-85.239,-88.221,-89.726,-88.497,-91.891,-90.311,-90.101,-90.276,-90.092,-91.198,-90.044,-89.133,-89.65,-90.541,-90.255
-119.393,36.1952,0.0,-3.2879,-2.6911,-5.5188,-6.5634,-7.3225,-9.0137,-10.966,-13.754,-16.379,-17.627,-20.895,-23.95,-23.899,-24.586,-25.553,-26.039,-25.153,-28.476,-27.48,-27.526,-27.765,-30.563,-30.154,-31.274,-29.414,-32.037,-33.137,-33.867,-35.55,-35.19,-37.671,-40.78,-43.05,-44.953,-45.838,-46.784,-45.897,-49.307,-47.712,-47.984,-47.697,-49.452,-49.41,-50.049,-50.863,-51.073,-50.696,-51.333,-50.908,-52.085,-51.99,-51.037,-53.75,-53.974,-53.112,-52.888,-53.798,-54.177,-55.681,-56.446,-56.949,-57.298,-57.166,-58.425,-57.896,-56.628,-58.282,-59.405,-58.95,-59.934,-61.196,-59.5,-59.113,-60.993,-61.036,-60.721,-60.415,-60.979,-61.945,-62.686,-62.884,-61.65,-62.954,-64.516,-62.681,-64.525,-63.728,-66.143,-66.609,-67.8,-67.394,-68.836,,-71.967,-73.529,-74.341,-75.235,-74.378,-76.701,-75.722,-76.071,-76.098,-75.767,-76.75,-76.343,-75.601,-76.971,-77.384,-77.537
-119.391,35.8471,0.0,-4.7775,0.84237,-0.32839,-1.9251,0.36046,-1.5346,-2.8826,-4.6534,-4.2801,-6.1337,-7.1252,-11.462,-10.104,-7.2118,-8.9055,-8.5981,-6.3287,-11.078,-8.206,-7.582,-8.6793,-10.977,-9.4212,-7.5229,-6.5768,-11.436,-10.576,-10.941,-12.865,-9.7934,-12.824,-17.156,-13.787,-18.117,-18.131,-17.948,-14.843,-19.386,-18.525,-18.426,-16.121,-17.839,-17.001,-16.574,-18.088,-18.019,-17.207,-17.691,-16.417,-17.148,-16.676,-14.799,-17.684,-17.596,-15.007,-15.418,-15.79,-15.93,-17.952,-19.152,-17.651,-19.033,-18.248,-20.712,-18.804,-18.564,-19.774,-21.454,-21.544,-22.65,-23.561,-20.458,-20.488,-22.211,-21.291,-21.403,-20.442,-20.317,-21.799,-21.709,-21.411,-19.435,-21.28,-23.791,-19.446,-22.731,-20.808,-23.937,-22.401,-25.716,-24.631,-25.794,,-25.131,-26.875,-29.286,-29.696,-28.16,-31.598,-29.944,-29.699,-29.003,-28.748,-29.076,-28.957,-27.82,-27.352,-28.251,-28.013
